ARS,BOB,BRL,CLF,CLP,COP,CRC,CUC,CUP,DOP,EUR,GTQ,HNL,MXN,NIO,PAB,PEN,PYG,USD,UYU,VEF,VES
"0,00948677","0,14367816","0,18921834","38,7775757","0,00124077","0,00025458","0,00154326","0,00083333","0,04","0,01731509","1,12599932","0,1299562","0,0408445","0,04823345","0,02809896",1,"0,25906736","0,00014318",1,"0,02252252",SIN DATOS,SIN DATOS
